company,Date,Open,High,Low,Close,Adj Close,Volume
TCS,5/24/2021,3081.5,3105,3072,3081.5,2902.237793,1652260
TCS,5/25/2021,3092,3128.25,3082.100098,3114,2947.193604,1841613
TCS,5/26/2021,3120,3165,3103.800049,3158.5,2989.30957,1923753
TCS,5/27/2021,3161.949951,3217.75,3161.800049,3180,3009.657959,5959785
TCS,5/28/2021,3189.5,3198,3135.649902,3143.600098,2975.207275,1763701
TCS,5/31/2021,3150,3170.350098,3128.600098,3159.149902,2989.924316,1652799
TCS,6/1/2021,3168.600098,3169.949951,3132,3153,2984.103516,1377441
TCS,6/2/2021,3150.850098,3159.449951,3115,3129.449951,2961.81543,2240078
TCS,6/3/2021,3154.550049,3154.550049,3122.649902,3141.25,2972.983154,1281706
TCS,6/4/2021,3128,3156.850098,3125,3143.75,2975.349854,1836060
TCS,6/7/2021,3145,3190.449951,3133.600098,3183.199951,3012.686035,2559821
TCS,6/8/2021,3198,3231,3187.199951,3200.149902,3028.728027,2574057
TCS,6/9/2021,3202,3220,3186.199951,3200.25,3028.822754,1710925
TCS,6/10/2021,3210,3224,3193,3216.800049,3044.486328,1874324
TCS,6/11/2021,3211.550049,3309,3211,3273.800049,3098.433105,3452954
TCS,6/14/2021,3279,3308.699951,3270.350098,3276.350098,3100.846924,1847360
TCS,6/15/2021,3298,3298,3251.550049,3262.75,3087.975098,1304985
TCS,6/16/2021,3262.100098,3294.699951,3253,3274.350098,3098.954102,1635552
TCS,6/17/2021,3265.5,3336.050049,3260,3317.75,3140.028809,2273413
TCS,6/18/2021,3350.899902,3358,3275,3297.300049,3120.674316,3380431
TCS,6/21/2021,3265,3286,3251.699951,3273.100098,3097.770508,1130569
TCS,6/22/2021,3304,3327.050049,3285,3301.199951,3124.365234,1708688
TCS,6/23/2021,3329,3329,3256.399902,3261.399902,3086.697021,1467104
TCS,6/24/2021,3284,3383,3278.5,3373.600098,3192.887451,4155204
TCS,6/25/2021,3375.25,3399.649902,3350,3380.800049,3199.70166,2722861
TCS,6/28/2021,3391.5,3391.5,3333,3336.75,3158.01123,1355238
TCS,6/29/2021,3342,3366.300049,3326.5,3340.850098,3161.891846,1497322
TCS,6/30/2021,3346,3382,3338.5,3345.75,3166.529053,1693146
TCS,7/1/2021,3358,3362,3332.350098,3341.5,3162.506592,990310
TCS,7/2/2021,3331,3339.699951,3295.199951,3325.449951,3147.316406,1682274
TCS,7/5/2021,3342,3374,3302,3321,3143.104736,1972858
TCS,7/6/2021,3313,3328,3256.100098,3262.300049,3087.549072,2159420
TCS,7/7/2021,3275,3282.699951,3241.600098,3274.949951,3099.521729,2640710
TCS,7/8/2021,3298,3298,3231.899902,3258.5,3083.952637,2485811
TCS,7/9/2021,3250,3282,3201,3208.149902,3036.299561,6365067
TCS,7/12/2021,3235,3236,3188.350098,3193.100098,3022.055908,1892226
TCS,7/13/2021,3214,3214,3175,3187.550049,3016.803223,1809339
TCS,7/14/2021,3187,3222,3185,3214.550049,3042.356689,2044279
TCS,7/15/2021,3227.600098,3231.850098,3194,3202.949951,3037.994141,2232968
TCS,7/16/2021,3213,3219.850098,3192,3194.800049,3030.263672,1256526
TCS,7/19/2021,3180,3199.800049,3176,3184.600098,3020.588623,1597058
TCS,7/20/2021,3184.600098,3215,3156.149902,3205.800049,3040.697021,1811945
TCS,7/22/2021,3190,3224.949951,3190,3216.350098,3050.703857,2859334
TCS,7/23/2021,3230,3241.550049,3206.649902,3212.850098,3047.384277,1776193
TCS,7/26/2021,3200,3224.25,3190.850098,3197.550049,3032.87207,1259611
TCS,7/27/2021,3200,3210,3161.149902,3182.949951,3019.023926,1121367
TCS,7/28/2021,3188,3204.449951,3132.399902,3197.800049,3033.109131,1660654
TCS,7/29/2021,3200.25,3225.449951,3190.300049,3195.800049,3031.212158,1731997
TCS,7/30/2021,3219,3223.5,3162.350098,3167.449951,3004.322021,2999943
TCS,8/2/2021,3180,3224.899902,3167,3219.399902,3053.596436,2608669
TCS,8/3/2021,3229,3290,3218.949951,3284.899902,3115.723389,3804735
TCS,8/4/2021,3300,3305.199951,3261.199951,3273.949951,3105.336914,2929598
TCS,8/5/2021,3275,3315,3262.5,3283.949951,3114.822021,2534521
TCS,8/6/2021,3272.550049,3324,3265,3309.800049,3139.341309,2292362
TCS,8/9/2021,3323.899902,3337,3310,3322.699951,3151.57666,1510489
TCS,8/10/2021,3315.600098,3349.899902,3315.600098,3333.899902,3162.199707,2040777
TCS,8/11/2021,3350,3360,3327.100098,3344.199951,3171.969482,1929707
TCS,8/12/2021,3326,3368,3326,3351.75,3179.130127,1310205
TCS,8/13/2021,3360.75,3480,3357.5,3463.399902,3285.030029,4363584
TCS,8/16/2021,3460,3494.350098,3436.5,3472.949951,3294.088379,2083489
TCS,8/17/2021,3482.100098,3560.800049,3463,3553.050049,3370.063477,4336019
TCS,8/18/2021,3573.850098,3595,3536.600098,3560.550049,3377.177002,2631309
TCS,8/20/2021,3506,3575,3500,3559.5,3376.181396,2836148
TCS,8/23/2021,3580,3673,3561.899902,3637.399902,3450.068848,3744176
TCS,8/24/2021,3657,3667.350098,3594.399902,3613.199951,3427.115479,2511141
TCS,8/25/2021,3610,3697.75,3607.050049,3659,3470.556641,2123263
TCS,8/26/2021,3660,3687.600098,3647.899902,3671.850098,3482.744873,1902533
TCS,8/27/2021,3666,3729.5,3651.100098,3720.149902,3528.557617,3944728
TCS,8/30/2021,3715,3740.350098,3687.600098,3701.300049,3510.678467,2033114
TCS,8/31/2021,3709.399902,3804.100098,3703.449951,3786.449951,3591.442871,3207480
TCS,9/1/2021,3796,3816.699951,3707,3714.949951,3523.625244,2643336
TCS,9/2/2021,3734,3859.149902,3722,3836.75,3639.152344,3403717
TCS,9/3/2021,3825,3856.899902,3804.550049,3842.050049,3644.179443,1746812
TCS,9/6/2021,3849.699951,3877.600098,3814,3852,3653.616699,1723693
TCS,9/7/2021,3864,3869.949951,3808.25,3815.899902,3619.375977,1585039
TCS,9/8/2021,3810,3815,3756,3774.149902,3579.776123,4147175
TCS,9/9/2021,3789.699951,3808.699951,3765,3791.399902,3596.137451,1441148
TCS,9/13/2021,3767,3852.399902,3767,3845.350098,3647.30957,1691473
TCS,9/14/2021,3849.949951,3896.5,3825,3885.899902,3685.770996,1991188
TCS,9/15/2021,3882.100098,3980,3866,3954.550049,3750.885498,2461369
TCS,9/16/2021,3930,3981.75,3892.100098,3903.300049,3702.275146,2946666
TCS,9/17/2021,3920,3945,3805,3827.850098,3630.710449,6477148
TCS,9/20/2021,3809,3871,3807.850098,3823.5,3626.584961,2002008
TCS,9/21/2021,3858,3871.550049,3821.649902,3862.949951,3664.003174,1568129
TCS,9/22/2021,3862.5,3896.850098,3852.449951,3862.149902,3663.244385,1744067
TCS,9/23/2021,3870,3879,3835,3869.25,3669.978516,2003869
TCS,9/24/2021,3890,3944.399902,3855,3871.300049,3671.922607,2320754
TCS,9/27/2021,3900,3904,3802.899902,3836.949951,3639.341797,1673362
TCS,9/28/2021,3850,3850,3751.25,3779.149902,3584.518799,2253075
TCS,9/29/2021,3759.800049,3806,3722.149902,3791.899902,3596.612305,2489161
TCS,9/30/2021,3805,3805,3750.100098,3775.550049,3581.104492,2252412
TCS,10/1/2021,3781.75,3810,3725,3730.199951,3538.090088,1578374
TCS,10/4/2021,3724.800049,3783.649902,3707.449951,3773.300049,3578.970215,1356860
TCS,10/5/2021,3754,3840,3741.600098,3833.300049,3635.879639,1877966
TCS,10/6/2021,3836,3857.449951,3795,3810.899902,3614.634033,1678154
TCS,10/7/2021,3830,3899,3820.050049,3892.899902,3692.409912,1647233
TCS,10/8/2021,3925,3989.899902,3900,3935.649902,3732.958984,2934339
TCS,10/11/2021,3755,3757.5,3660,3685.600098,3495.786865,11845402
TCS,10/12/2021,3706,3707,3630.600098,3652.850098,3464.723633,5752877
TCS,10/13/2021,3650,3675.449951,3645,3655.199951,3466.952148,3545655
TCS,10/14/2021,3625,3670,3608.199951,3611.449951,3432.027832,6442299
TCS,10/18/2021,3603.449951,3652.699951,3601.449951,3647.149902,3465.954346,3590107
TCS,10/19/2021,3669,3690.100098,3625.199951,3634.149902,3453.600342,3135441
TCS,10/20/2021,3612,3630,3578.300049,3608.850098,3429.557373,2933693
TCS,10/21/2021,3604.100098,3607.449951,3511.25,3532.5,3357.000244,4871211
TCS,10/22/2021,3560,3561.600098,3485,3498.850098,3325.022217,2691670
TCS,10/25/2021,3503,3514.550049,3450,3492.949951,3319.415527,2595594
TCS,10/26/2021,3494.5,3529,3475,3482.600098,3309.579834,3878763
TCS,10/27/2021,3483,3511.25,3483,3489.75,3316.374512,2510813
TCS,10/28/2021,3518,3518,3415,3421.649902,3251.657715,2424942
TCS,10/29/2021,3400.050049,3461,3385.949951,3397.75,3228.944824,3960501
TCS,11/1/2021,3437.949951,3487,3412.949951,3476.399902,3303.687256,2020718
TCS,11/2/2021,3494,3513.600098,3469.75,3484.199951,3311.100098,3087414
TCS,11/3/2021,3504.199951,3519.899902,3466.050049,3492.25,3318.750244,1537639
TCS,11/4/2021,3512.949951,3513.25,3505,3508.649902,3334.335449,328991
TCS,11/8/2021,3548,3548,3481.199951,3502.75,3328.728516,2526082
TCS,11/9/2021,3508,3535,3496,3505.699951,3331.531738,1782692
TCS,11/10/2021,3498,3519.699951,3480.199951,3484.300049,3311.194824,1516489
TCS,11/11/2021,3480,3510.050049,3436,3488.199951,3314.901367,1284514
TCS,11/12/2021,3506,3534.149902,3485.699951,3526.050049,3350.871094,1747259
TCS,11/15/2021,3528,3569.600098,3528,3553.300049,3376.767334,1809157
TCS,11/16/2021,3569,3575.550049,3542,3556.399902,3379.713135,2013204
TCS,11/17/2021,3550.600098,3562.850098,3506.399902,3521.899902,3346.927002,1632914
TCS,11/18/2021,3515.149902,3520.850098,3451.600098,3475.699951,3303.022217,2136598
TCS,11/22/2021,3478.399902,3515.949951,3440.300049,3458.399902,3286.581787,3167936
TCS,11/23/2021,3445,3480.949951,3407.800049,3464.25,3292.141602,2153461
TCS,11/24/2021,3472.199951,3493.050049,3424,3443.300049,3272.232178,2161746
TCS,11/25/2021,3443.899902,3463,3434.050049,3445.899902,3274.702881,1849619
TCS,11/26/2021,3425,3490,3411.899902,3446.850098,3275.605957,1941251
TCS,11/29/2021,3447.149902,3529.350098,3406.449951,3502,3328.015869,2981745
TCS,11/30/2021,3491,3563.75,3491,3529.149902,3353.816895,5588446
TCS,12/1/2021,3535,3590,3535,3577.800049,3400.050293,2102118
TCS,12/2/2021,3589.199951,3648,3574.100098,3642.899902,3461.915771,3152938
TCS,12/3/2021,3646.449951,3665.949951,3630.850098,3640.449951,3459.587646,2486263
TCS,12/6/2021,3640.449951,3658,3522,3536.399902,3360.706787,1849642
TCS,12/7/2021,3562.5,3598,3524.300049,3584.5,3406.417236,1484458
TCS,12/8/2021,3601,3646.449951,3601,3626.899902,3446.710449,1428660
TCS,12/9/2021,3610,3634.75,3566,3601.75,3422.810059,1567957
TCS,12/10/2021,3585,3642,3575.100098,3636.800049,3456.118896,1510718
TCS,12/13/2021,3650,3662,3601.699951,3609.649902,3430.317871,1883864
TCS,12/14/2021,3605,3635,3576.699951,3623.800049,3443.764648,1747007
TCS,12/15/2021,3620,3623,3558.149902,3570.350098,3392.970215,1603233
TCS,12/16/2021,3582,3608.449951,3570,3581.600098,3403.661621,2072320
TCS,12/17/2021,3602.5,3651.350098,3573.699951,3584.350098,3406.274902,4333992
TCS,12/20/2021,3589,3606,3510.149902,3556.899902,3380.187988,2312310
TCS,12/21/2021,3582.649902,3641.199951,3566.399902,3608.300049,3429.034668,2340989
TCS,12/22/2021,3624,3636.800049,3606.25,3630.75,3450.368896,1224328
TCS,12/23/2021,3648,3670.5,3630,3662.699951,3480.732178,1792861
TCS,12/24/2021,3685,3705,3644.800049,3670.899902,3488.524414,2209923
TCS,12/27/2021,3671,3700,3653.100098,3696.100098,3512.472656,1534135
TCS,12/28/2021,3710,3725,3693.850098,3706.550049,3522.403809,1456218
TCS,12/29/2021,3692.25,3719.949951,3685,3694.699951,3511.142334,1456923
TCS,12/30/2021,3681.350098,3740,3680,3733.75,3548.252441,1966475
